Order Date,Sales,Product ID,Sales_PREDICTED,Sales_Forecasted,MODEL
2019-04-30,,OFF-ST-10001321,,7.0,MA
2019-05-31,,OFF-ST-10001321,,8.0,MA
2019-06-30,,OFF-ST-10001321,,8.0,MA
2019-07-31,,OFF-ST-10001321,,9.0,MA
2019-08-31,,OFF-ST-10001321,,10.0,MA
2019-09-30,,OFF-ST-10001321,,10.0,MA
2019-10-31,,OFF-ST-10001321,,6.0,MA
2019-11-30,,OFF-ST-10001321,,7.0,MA
2019-12-31,,OFF-ST-10001321,,7.0,MA
2020-01-31,,OFF-ST-10001321,,8.0,MA
2020-02-29,,OFF-ST-10001321,,8.0,MA
2020-03-31,,OFF-ST-10001321,,8.0,MA
2020-04-30,,OFF-ST-10001321,,8.0,MA
2018-06-01,0.0,OFF-PA-10001509,9.0,,MA
2018-07-01,0.0,OFF-PA-10001509,9.0,,MA
2018-08-01,0.0,OFF-PA-10001509,9.0,,MA
2018-09-01,0.0,OFF-PA-10001509,9.0,,MA
2018-10-01,0.0,OFF-PA-10001509,9.0,,MA
2018-11-01,0.0,OFF-PA-10001509,9.0,,MA
2018-12-31,,OFF-PA-10001509,,9.0,MA
2019-01-31,,OFF-PA-10001509,,4.0,MA
2019-02-28,,OFF-PA-10001509,,1.0,MA
2019-03-31,,OFF-PA-10001509,,1.0,MA
2019-04-30,,OFF-PA-10001509,,1.0,MA
2019-05-31,,OFF-PA-10001509,,2.0,MA
2019-06-30,,OFF-PA-10001509,,2.0,MA
2019-07-31,,OFF-PA-10001509,,2.0,MA
2019-08-31,,OFF-PA-10001509,,2.0,MA
2019-09-30,,OFF-PA-10001509,,2.0,MA
2019-10-31,,OFF-PA-10001509,,2.0,MA
2019-11-30,,OFF-PA-10001509,,2.0,MA
2019-12-31,,OFF-PA-10001509,,2.0,MA
2020-01-31,,OFF-PA-10001509,,2.0,MA
2020-02-29,,OFF-PA-10001509,,2.0,MA
2020-03-31,,OFF-PA-10001509,,2.0,MA
2020-04-30,,OFF-PA-10001509,,2.0,MA
2020-05-31,,OFF-PA-10001509,,2.0,MA
2017-08-01,0.0,OFF-PA-10003465,6.0,,MA
2017-09-01,0.0,OFF-PA-10003465,3.0,,MA
2017-10-01,0.0,OFF-PA-10003465,3.0,,MA
2017-11-01,0.0,OFF-PA-10003465,3.0,,MA
2017-12-01,0.0,OFF-PA-10003465,3.0,,MA
2018-01-01,0.0,OFF-PA-10003465,3.0,,MA
2018-02-28,,OFF-PA-10003465,,3.0,MA
2018-03-31,,OFF-PA-10003465,,3.0,MA
2018-04-30,,OFF-PA-10003465,,3.0,MA
2018-05-31,,OFF-PA-10003465,,4.0,MA
2018-06-30,,OFF-PA-10003465,,4.0,MA
2018-07-31,,OFF-PA-10003465,,4.0,MA
2018-08-31,,OFF-PA-10003465,,2.0,MA
2018-09-30,,OFF-PA-10003465,,2.0,MA
2018-10-31,,OFF-PA-10003465,,2.0,MA
2018-11-30,,OFF-PA-10003465,,2.0,MA
2018-12-31,,OFF-PA-10003465,,3.0,MA
2019-01-31,,OFF-PA-10003465,,3.0,MA
2019-02-28,,OFF-PA-10003465,,3.0,MA
2019-03-31,,OFF-PA-10003465,,3.0,MA
2019-04-30,,OFF-PA-10003465,,3.0,MA
2019-05-31,,OFF-PA-10003465,,3.0,MA
2019-06-30,,OFF-PA-10003465,,3.0,MA
2019-07-31,,OFF-PA-10003465,,3.0,MA
2018-04-01,0.0,TEC-PH-10000149,40.0,,MA
2018-05-01,0.0,TEC-PH-10000149,40.0,,MA
2018-06-01,0.0,TEC-PH-10000149,40.0,,MA
2018-07-01,0.0,TEC-PH-10000149,0.0,,MA
2018-08-01,0.0,TEC-PH-10000149,0.0,,MA
2018-09-01,0.0,TEC-PH-10000149,0.0,,MA
2018-10-31,,TEC-PH-10000149,,0.0,MA
2018-11-30,,TEC-PH-10000149,,0.0,MA
2018-12-31,,TEC-PH-10000149,,0.0,MA
2019-01-31,,TEC-PH-10000149,,0.0,MA
2019-02-28,,TEC-PH-10000149,,0.0,MA
2019-03-31,,TEC-PH-10000149,,0.0,MA
2019-04-30,,TEC-PH-10000149,,0.0,MA
2019-05-31,,TEC-PH-10000149,,0.0,MA
2019-06-30,,TEC-PH-10000149,,0.0,MA
2019-07-31,,TEC-PH-10000149,,0.0,MA
2019-08-31,,TEC-PH-10000149,,0.0,MA
2019-09-30,,TEC-PH-10000149,,0.0,MA
2019-10-31,,TEC-PH-10000149,,0.0,MA
2019-11-30,,TEC-PH-10000149,,0.0,MA
2019-12-31,,TEC-PH-10000149,,0.0,MA
2020-01-31,,TEC-PH-10000149,,0.0,MA
2020-02-29,,TEC-PH-10000149,,0.0,MA
2020-03-31,,TEC-PH-10000149,,0.0,MA
2018-04-01,0.0,OFF-AR-10003045,2.0,,MA
2018-05-01,14.7,OFF-AR-10003045,2.0,,MA
2018-06-01,0.0,OFF-AR-10003045,3.0,,MA
2018-07-01,0.0,OFF-AR-10003045,2.0,,MA
2018-08-01,0.0,OFF-AR-10003045,2.0,,MA
2018-09-01,0.0,OFF-AR-10003045,2.0,,MA
2018-10-31,,OFF-AR-10003045,,2.0,MA
2018-11-30,,OFF-AR-10003045,,3.0,MA
2018-12-31,,OFF-AR-10003045,,3.0,MA
2019-01-31,,OFF-AR-10003045,,3.0,MA
2019-02-28,,OFF-AR-10003045,,2.0,MA
2019-03-31,,OFF-AR-10003045,,2.0,MA
2019-04-30,,OFF-AR-10003045,,2.0,MA
2019-05-31,,OFF-AR-10003045,,2.0,MA
2019-06-30,,OFF-AR-10003045,,2.0,MA
2019-07-31,,OFF-AR-10003045,,3.0,MA
2019-08-31,,OFF-AR-10003045,,3.0,MA
2019-09-30,,OFF-AR-10003045,,3.0,MA
2019-10-31,,OFF-AR-10003045,,3.0,MA
2019-11-30,,OFF-AR-10003045,,3.0,MA
2019-12-31,,OFF-AR-10003045,,3.0,MA
2020-01-31,,OFF-AR-10003045,,2.0,MA
2020-02-29,,OFF-AR-10003045,,2.0,MA
2020-03-31,,OFF-AR-10003045,,2.0,MA
2017-05-01,1267.65,OFF-ST-10000689,0.0,,MA
2017-06-01,704.25,OFF-ST-10000689,212.0,,MA
2017-07-01,338.04,OFF-ST-10000689,329.0,,MA
2017-08-01,0.0,OFF-ST-10000689,385.0,,MA
2017-09-01,0.0,OFF-ST-10000689,385.0,,MA
2017-10-01,338.04,OFF-ST-10000689,385.0,,MA
2017-11-30,,OFF-ST-10000689,,442.0,MA
2017-12-31,,OFF-ST-10000689,,304.0,MA
2018-01-31,,OFF-ST-10000689,,237.0,MA
2018-02-28,,OFF-ST-10000689,,220.0,MA
2018-03-31,,OFF-ST-10000689,,257.0,MA
2018-04-30,,OFF-ST-10000689,,300.0,MA
2018-05-31,,OFF-ST-10000689,,293.0,MA
2018-06-30,,OFF-ST-10000689,,269.0,MA
2018-07-31,,OFF-ST-10000689,,263.0,MA
2018-08-31,,OFF-ST-10000689,,267.0,MA
2018-09-30,,OFF-ST-10000689,,275.0,MA
2018-10-31,,OFF-ST-10000689,,278.0,MA
2018-11-30,,OFF-ST-10000689,,274.0,MA
2018-12-31,,OFF-ST-10000689,,271.0,MA
2019-01-31,,OFF-ST-10000689,,271.0,MA
2019-02-28,,OFF-ST-10000689,,273.0,MA
2019-03-31,,OFF-ST-10000689,,274.0,MA
2019-04-30,,OFF-ST-10000689,,273.0,MA
2017-06-01,0.0,TEC-AC-10001445,0.0,,MA
2017-07-01,0.0,TEC-AC-10001445,0.0,,MA
2017-08-01,0.0,TEC-AC-10001445,0.0,,MA
2017-09-01,0.0,TEC-AC-10001445,0.0,,MA
2017-10-01,0.0,TEC-AC-10001445,0.0,,MA
2017-11-01,0.0,TEC-AC-10001445,0.0,,MA
2017-12-31,,TEC-AC-10001445,,0.0,MA
2018-01-31,,TEC-AC-10001445,,0.0,MA
2018-02-28,,TEC-AC-10001445,,0.0,MA
2018-03-31,,TEC-AC-10001445,,0.0,MA
2018-04-30,,TEC-AC-10001445,,0.0,MA
2018-05-31,,TEC-AC-10001445,,0.0,MA
2018-06-30,,TEC-AC-10001445,,0.0,MA
2018-07-31,,TEC-AC-10001445,,0.0,MA
2018-08-31,,TEC-AC-10001445,,0.0,MA
2018-09-30,,TEC-AC-10001445,,0.0,MA
2018-10-31,,TEC-AC-10001445,,0.0,MA
2018-11-30,,TEC-AC-10001445,,0.0,MA
2018-12-31,,TEC-AC-10001445,,0.0,MA
2019-01-31,,TEC-AC-10001445,,0.0,MA
2019-02-28,,TEC-AC-10001445,,0.0,MA
2019-03-31,,TEC-AC-10001445,,0.0,MA
2019-04-30,,TEC-AC-10001445,,0.0,MA
2019-05-31,,TEC-AC-10001445,,0.0,MA
2018-03-01,0.0,TEC-AC-10002567,34.0,,MA
2018-04-01,0.0,TEC-AC-10002567,34.0,,MA
2018-05-01,0.0,TEC-AC-10002567,34.0,,MA
2018-06-01,0.0,TEC-AC-10002567,34.0,,MA
2018-07-01,127.984,TEC-AC-10002567,34.0,,MA
2018-08-01,0.0,TEC-AC-10002567,42.0,,MA
2018-09-30,,TEC-AC-10002567,,32.0,MA
2018-10-31,,TEC-AC-10002567,,34.0,MA
2018-11-30,,TEC-AC-10002567,,37.0,MA
2018-12-31,,TEC-AC-10002567,,39.0,MA
2019-01-31,,TEC-AC-10002567,,41.0,MA
2019-02-28,,TEC-AC-10002567,,44.0,MA
2019-03-31,,TEC-AC-10002567,,47.0,MA
2019-04-30,,TEC-AC-10002567,,49.0,MA
2019-05-31,,TEC-AC-10002567,,28.0,MA
2019-06-30,,TEC-AC-10002567,,30.0,MA
2019-07-31,,TEC-AC-10002567,,32.0,MA
2019-08-31,,TEC-AC-10002567,,34.0,MA
2019-09-30,,TEC-AC-10002567,,36.0,MA
2019-10-31,,TEC-AC-10002567,,38.0,MA
2019-11-30,,TEC-AC-10002567,,41.0,MA
2019-12-31,,TEC-AC-10002567,,35.0,MA
2020-01-31,,TEC-AC-10002567,,37.0,MA
2020-02-29,,TEC-AC-10002567,,38.0,MA
2018-04-01,23.68,OFF-LA-10003923,15.0,,MA
2018-05-01,0.0,OFF-LA-10003923,18.0,,MA
2018-06-01,71.04,OFF-LA-10003923,13.0,,MA
2018-07-01,0.0,OFF-LA-10003923,10.0,,MA
2018-08-01,0.0,OFF-LA-10003923,10.0,,MA
2018-09-01,0.0,OFF-LA-10003923,10.0,,MA
2018-10-31,,OFF-LA-10003923,,10.0,MA
2018-11-30,,OFF-LA-10003923,,11.0,MA
2018-12-31,,OFF-LA-10003923,,12.0,MA
2019-01-31,,OFF-LA-10003923,,13.0,MA
2019-02-28,,OFF-LA-10003923,,14.0,MA
2019-03-31,,OFF-LA-10003923,,13.0,MA
2019-04-30,,OFF-LA-10003923,,15.0,MA
2019-05-31,,OFF-LA-10003923,,9.0,MA
2019-06-30,,OFF-LA-10003923,,10.0,MA
2019-07-31,,OFF-LA-10003923,,11.0,MA
2019-08-31,,OFF-LA-10003923,,12.0,MA
2019-09-30,,OFF-LA-10003923,,12.0,MA
2019-10-31,,OFF-LA-10003923,,12.0,MA
2019-11-30,,OFF-LA-10003923,,12.0,MA
2019-12-31,,OFF-LA-10003923,,12.0,MA
2020-01-31,,OFF-LA-10003923,,12.0,MA
2020-02-29,,OFF-LA-10003923,,12.0,MA
2020-03-31,,OFF-LA-10003923,,11.0,MA
2018-04-01,102.833,FUR-BO-10001337,51.0,,MA
2018-05-01,0.0,FUR-BO-10001337,40.0,,MA
2018-06-01,0.0,FUR-BO-10001337,40.0,,MA
2018-07-01,0.0,FUR-BO-10001337,40.0,,MA
2018-08-01,0.0,FUR-BO-10001337,40.0,,MA
2018-09-01,0.0,FUR-BO-10001337,28.0,,MA
2018-10-31,,FUR-BO-10001337,,28.0,MA
2018-11-30,,FUR-BO-10001337,,30.0,MA
2018-12-31,,FUR-BO-10001337,,31.0,MA
2019-01-31,,FUR-BO-10001337,,33.0,MA
2019-02-28,,FUR-BO-10001337,,21.0,MA
2019-03-31,,FUR-BO-10001337,,22.0,MA
2019-04-30,,FUR-BO-10001337,,16.0,MA
2019-05-31,,FUR-BO-10001337,,17.0,MA
2019-06-30,,FUR-BO-10001337,,18.0,MA
2019-07-31,,FUR-BO-10001337,,19.0,MA
2019-08-31,,FUR-BO-10001337,,20.0,MA
2019-09-30,,FUR-BO-10001337,,21.0,MA
2019-10-31,,FUR-BO-10001337,,16.0,MA
2019-11-30,,FUR-BO-10001337,,17.0,MA
2019-12-31,,FUR-BO-10001337,,18.0,MA
2020-01-31,,FUR-BO-10001337,,19.0,MA
2020-02-29,,FUR-BO-10001337,,20.0,MA
2020-03-31,,FUR-BO-10001337,,22.0,MA
2018-04-01,0.0,TEC-PH-10001924,84.0,,MA
2018-05-01,0.0,TEC-PH-10001924,0.0,,MA
2018-06-01,0.0,TEC-PH-10001924,0.0,,MA
2018-07-01,0.0,TEC-PH-10001924,0.0,,MA
2018-08-01,83.988,TEC-PH-10001924,0.0,,MA
2018-09-01,0.0,TEC-PH-10001924,42.0,,MA
2018-10-31,,TEC-PH-10001924,,42.0,MA
2018-11-30,,TEC-PH-10001924,,21.0,MA
2018-12-31,,TEC-PH-10001924,,32.0,MA
2019-01-31,,TEC-PH-10001924,,27.0,MA
2019-02-28,,TEC-PH-10001924,,29.0,MA
2019-03-31,,TEC-PH-10001924,,28.0,MA
2019-04-30,,TEC-PH-10001924,,29.0,MA
2019-05-31,,TEC-PH-10001924,,28.0,MA
2019-06-30,,TEC-PH-10001924,,29.0,MA
2019-07-31,,TEC-PH-10001924,,28.0,MA
2019-08-31,,TEC-PH-10001924,,29.0,MA
2019-09-30,,TEC-PH-10001924,,28.0,MA
2019-10-31,,TEC-PH-10001924,,28.0,MA
2019-11-30,,TEC-PH-10001924,,28.0,MA
2019-12-31,,TEC-PH-10001924,,28.0,MA
2020-01-31,,TEC-PH-10001924,,28.0,MA
2020-02-29,,TEC-PH-10001924,,28.0,MA
2020-03-31,,TEC-PH-10001924,,28.0,MA
2018-05-01,0.0,TEC-PH-10001363,0.0,,MA
2018-06-01,0.0,TEC-PH-10001363,0.0,,MA
2018-07-01,683.988,TEC-PH-10001363,0.0,,MA
2018-08-01,0.0,TEC-PH-10001363,49.0,,MA
2018-09-01,0.0,TEC-PH-10001363,49.0,,MA
2018-10-01,0.0,TEC-PH-10001363,49.0,,MA
2018-11-30,,TEC-PH-10001363,,49.0,MA
2018-12-31,,TEC-PH-10001363,,53.0,MA
2019-01-31,,TEC-PH-10001363,,57.0,MA
2019-02-28,,TEC-PH-10001363,,61.0,MA
2019-03-31,,TEC-PH-10001363,,65.0,MA
2019-04-30,,TEC-PH-10001363,,69.0,MA
2019-05-31,,TEC-PH-10001363,,74.0,MA
2019-06-30,,TEC-PH-10001363,,80.0,MA
2019-07-31,,TEC-PH-10001363,,85.0,MA
2019-08-31,,TEC-PH-10001363,,91.0,MA
2019-09-30,,TEC-PH-10001363,,98.0,MA
2019-10-31,,TEC-PH-10001363,,56.0,MA
2019-11-30,,TEC-PH-10001363,,60.0,MA
2019-12-31,,TEC-PH-10001363,,64.0,MA
2020-01-31,,TEC-PH-10001363,,69.0,MA
2020-02-29,,TEC-PH-10001363,,70.0,MA
2020-03-31,,TEC-PH-10001363,,71.0,MA
2020-04-30,,TEC-PH-10001363,,72.0,MA
2018-05-01,0.0,TEC-PH-10000376,3.0,,MA
2018-06-01,0.0,TEC-PH-10000376,3.0,,MA
2018-07-01,0.0,TEC-PH-10000376,3.0,,MA
2018-08-01,0.0,TEC-PH-10000376,3.0,,MA
2018-09-01,0.0,TEC-PH-10000376,3.0,,MA
2018-10-01,0.0,TEC-PH-10000376,3.0,,MA
2018-11-30,,TEC-PH-10000376,,3.0,MA
2018-12-31,,TEC-PH-10000376,,3.0,MA
2019-01-31,,TEC-PH-10000376,,3.0,MA
2019-02-28,,TEC-PH-10000376,,3.0,MA
2019-03-31,,TEC-PH-10000376,,3.0,MA
2019-04-30,,TEC-PH-10000376,,3.0,MA
2019-05-31,,TEC-PH-10000376,,4.0,MA
2019-06-30,,TEC-PH-10000376,,1.0,MA
2019-07-31,,TEC-PH-10000376,,2.0,MA
2019-08-31,,TEC-PH-10000376,,2.0,MA
2019-09-30,,TEC-PH-10000376,,2.0,MA
2019-10-31,,TEC-PH-10000376,,2.0,MA
2019-11-30,,TEC-PH-10000376,,2.0,MA
2019-12-31,,TEC-PH-10000376,,2.0,MA
2020-01-31,,TEC-PH-10000376,,2.0,MA
2020-02-29,,TEC-PH-10000376,,2.0,MA
2020-03-31,,TEC-PH-10000376,,2.0,MA
2020-04-30,,TEC-PH-10000376,,2.0,MA
2018-03-01,0.0,TEC-AC-10000303,0.0,,MA
2018-04-01,95.976,TEC-AC-10000303,0.0,,MA
2018-05-01,0.0,TEC-AC-10000303,16.0,,MA
2018-06-01,0.0,TEC-AC-10000303,16.0,,MA
2018-07-01,0.0,TEC-AC-10000303,16.0,,MA
2018-08-01,0.0,TEC-AC-10000303,16.0,,MA
2018-09-30,,TEC-AC-10000303,,16.0,MA
2018-10-31,,TEC-AC-10000303,,19.0,MA
2018-11-30,,TEC-AC-10000303,,6.0,MA
2018-12-31,,TEC-AC-10000303,,7.0,MA
2019-01-31,,TEC-AC-10000303,,8.0,MA
2019-02-28,,TEC-AC-10000303,,10.0,MA
2019-03-31,,TEC-AC-10000303,,11.0,MA
2019-04-30,,TEC-AC-10000303,,10.0,MA
2019-05-31,,TEC-AC-10000303,,9.0,MA
2019-06-30,,TEC-AC-10000303,,9.0,MA
2019-07-31,,TEC-AC-10000303,,10.0,MA
2019-08-31,,TEC-AC-10000303,,10.0,MA
2019-09-30,,TEC-AC-10000303,,10.0,MA
2019-10-31,,TEC-AC-10000303,,10.0,MA
2019-11-30,,TEC-AC-10000303,,10.0,MA
2019-12-31,,TEC-AC-10000303,,10.0,MA
2020-01-31,,TEC-AC-10000303,,10.0,MA
2020-02-29,,TEC-AC-10000303,,10.0,MA
2018-05-01,0.0,OFF-ST-10001809,130.0,,MA
2018-06-01,0.0,OFF-ST-10001809,116.0,,MA
2018-07-01,0.0,OFF-ST-10001809,80.0,,MA
2018-08-01,0.0,OFF-ST-10001809,80.0,,MA
2018-09-01,628.81,OFF-ST-10001809,48.0,,MA
2018-10-01,0.0,OFF-ST-10001809,80.0,,MA
2018-11-30,,OFF-ST-10001809,,57.0,MA
2018-12-31,,OFF-ST-10001809,,60.0,MA
2019-01-31,,OFF-ST-10001809,,63.0,MA
2019-02-28,,OFF-ST-10001809,,66.0,MA
2019-03-31,,OFF-ST-10001809,,69.0,MA
2019-04-30,,OFF-ST-10001809,,73.0,MA
2019-05-31,,OFF-ST-10001809,,76.0,MA
2019-06-30,,OFF-ST-10001809,,80.0,MA
2019-07-31,,OFF-ST-10001809,,84.0,MA
2019-08-31,,OFF-ST-10001809,,88.0,MA
2019-09-30,,OFF-ST-10001809,,93.0,MA
2019-10-31,,OFF-ST-10001809,,97.0,MA
2019-11-30,,OFF-ST-10001809,,102.0,MA
2019-12-31,,OFF-ST-10001809,,82.0,MA
2020-01-31,,OFF-ST-10001809,,86.0,MA
2020-02-29,,OFF-ST-10001809,,90.0,MA
2020-03-31,,OFF-ST-10001809,,95.0,MA
2020-04-30,,OFF-ST-10001809,,100.0,MA
2018-02-01,8.856,OFF-EN-10003845,0.0,,MA
2018-03-01,8.856,OFF-EN-10003845,2.0,,MA
2018-04-01,0.0,OFF-EN-10003845,3.0,,MA
2018-05-01,0.0,OFF-EN-10003845,3.0,,MA
2018-06-01,0.0,OFF-EN-10003845,3.0,,MA
2018-07-01,0.0,OFF-EN-10003845,3.0,,MA
2018-08-31,,OFF-EN-10003845,,3.0,MA
2018-09-30,,OFF-EN-10003845,,3.0,MA
2018-10-31,,OFF-EN-10003845,,3.0,MA
2018-11-30,,OFF-EN-10003845,,3.0,MA
2018-12-31,,OFF-EN-10003845,,2.0,MA
2019-01-31,,OFF-EN-10003845,,2.0,MA
2019-02-28,,OFF-EN-10003845,,2.0,MA
2019-03-31,,OFF-EN-10003845,,2.0,MA
2019-04-30,,OFF-EN-10003845,,2.0,MA
2019-05-31,,OFF-EN-10003845,,2.0,MA
2019-06-30,,OFF-EN-10003845,,2.0,MA
2019-07-31,,OFF-EN-10003845,,2.0,MA
2019-08-31,,OFF-EN-10003845,,2.0,MA
2019-09-30,,OFF-EN-10003845,,2.0,MA
2019-10-31,,OFF-EN-10003845,,2.0,MA
2019-11-30,,OFF-EN-10003845,,2.0,MA
2019-12-31,,OFF-EN-10003845,,2.0,MA
2020-01-31,,OFF-EN-10003845,,2.0,MA
2018-01-01,0.0,TEC-AC-10000991,52.0,,MA
2018-02-01,0.0,TEC-AC-10000991,29.0,,MA
2018-03-01,0.0,TEC-AC-10000991,29.0,,MA
2018-04-01,0.0,TEC-AC-10000991,29.0,,MA
2018-05-01,0.0,TEC-AC-10000991,0.0,,MA
2018-06-01,0.0,TEC-AC-10000991,0.0,,MA
2018-07-31,,TEC-AC-10000991,,0.0,MA
2018-08-31,,TEC-AC-10000991,,0.0,MA
2018-09-30,,TEC-AC-10000991,,0.0,MA
2018-10-31,,TEC-AC-10000991,,0.0,MA
2018-11-30,,TEC-AC-10000991,,0.0,MA
2018-12-31,,TEC-AC-10000991,,0.0,MA
2019-01-31,,TEC-AC-10000991,,0.0,MA
2019-02-28,,TEC-AC-10000991,,0.0,MA
2019-03-31,,TEC-AC-10000991,,0.0,MA
2019-04-30,,TEC-AC-10000991,,0.0,MA
2019-05-31,,TEC-AC-10000991,,0.0,MA
2019-06-30,,TEC-AC-10000991,,0.0,MA
2019-07-31,,TEC-AC-10000991,,0.0,MA
2019-08-31,,TEC-AC-10000991,,0.0,MA
2019-09-30,,TEC-AC-10000991,,0.0,MA
2019-10-31,,TEC-AC-10000991,,0.0,MA
2019-11-30,,TEC-AC-10000991,,0.0,MA
2019-12-31,,TEC-AC-10000991,,0.0,MA
2017-07-01,0.0,FUR-TA-10001857,38.0,,MA
2017-08-01,0.0,FUR-TA-10001857,38.0,,MA
2017-09-01,0.0,FUR-TA-10001857,0.0,,MA
2017-10-01,0.0,FUR-TA-10001857,0.0,,MA
2017-11-01,0.0,FUR-TA-10001857,0.0,,MA
2017-12-01,0.0,FUR-TA-10001857,0.0,,MA
2018-01-31,,FUR-TA-10001857,,0.0,MA
2018-02-28,,FUR-TA-10001857,,0.0,MA
2018-03-31,,FUR-TA-10001857,,0.0,MA
2018-04-30,,FUR-TA-10001857,,0.0,MA
2018-05-31,,FUR-TA-10001857,,0.0,MA
2018-06-30,,FUR-TA-10001857,,0.0,MA
2018-07-31,,FUR-TA-10001857,,0.0,MA
2018-08-31,,FUR-TA-10001857,,0.0,MA
2018-09-30,,FUR-TA-10001857,,0.0,MA
2018-10-31,,FUR-TA-10001857,,0.0,MA
2018-11-30,,FUR-TA-10001857,,0.0,MA
2018-12-31,,FUR-TA-10001857,,0.0,MA
2019-01-31,,FUR-TA-10001857,,0.0,MA
2019-02-28,,FUR-TA-10001857,,0.0,MA
2019-03-31,,FUR-TA-10001857,,0.0,MA
2019-04-30,,FUR-TA-10001857,,0.0,MA
2019-05-31,,FUR-TA-10001857,,0.0,MA
2019-06-30,,FUR-TA-10001857,,0.0,MA
2016-11-01,0.0,OFF-EN-10001434,106.0,,MA
2016-12-01,105.42,OFF-EN-10001434,106.0,,MA
2017-01-01,0.0,OFF-EN-10001434,53.0,,MA
2017-02-01,0.0,OFF-EN-10001434,53.0,,MA
2017-03-01,0.0,OFF-EN-10001434,0.0,,MA
2017-04-01,0.0,OFF-EN-10001434,0.0,,MA
2017-05-31,,OFF-EN-10001434,,0.0,MA
2017-06-30,,OFF-EN-10001434,,0.0,MA
2017-07-31,,OFF-EN-10001434,,0.0,MA
2017-08-31,,OFF-EN-10001434,,0.0,MA
2017-09-30,,OFF-EN-10001434,,0.0,MA
2017-10-31,,OFF-EN-10001434,,0.0,MA
2017-11-30,,OFF-EN-10001434,,0.0,MA
2017-12-31,,OFF-EN-10001434,,0.0,MA
2018-01-31,,OFF-EN-10001434,,0.0,MA
2018-02-28,,OFF-EN-10001434,,0.0,MA
2018-03-31,,OFF-EN-10001434,,0.0,MA
2018-04-30,,OFF-EN-10001434,,0.0,MA
2018-05-31,,OFF-EN-10001434,,0.0,MA
2018-06-30,,OFF-EN-10001434,,0.0,MA
2018-07-31,,OFF-EN-10001434,,0.0,MA
2018-08-31,,OFF-EN-10001434,,0.0,MA
2018-09-30,,OFF-EN-10001434,,0.0,MA
2018-10-31,,OFF-EN-10001434,,0.0,MA
2018-05-01,0.0,OFF-BI-10002498,20.0,,MA
2018-06-01,0.0,OFF-BI-10002498,20.0,,MA
2018-07-01,0.0,OFF-BI-10002498,20.0,,MA
2018-08-01,0.0,OFF-BI-10002498,0.0,,MA
2018-09-01,5.607,OFF-BI-10002498,0.0,,MA
2018-10-01,0.0,OFF-BI-10002498,1.0,,MA
2018-11-30,,OFF-BI-10002498,,1.0,MA
2018-12-31,,OFF-BI-10002498,,2.0,MA
2019-01-31,,OFF-BI-10002498,,2.0,MA
2019-02-28,,OFF-BI-10002498,,2.0,MA
2019-03-31,,OFF-BI-10002498,,2.0,MA
2019-04-30,,OFF-BI-10002498,,2.0,MA
2019-05-31,,OFF-BI-10002498,,2.0,MA
2019-06-30,,OFF-BI-10002498,,2.0,MA
2019-07-31,,OFF-BI-10002498,,2.0,MA
2019-08-31,,OFF-BI-10002498,,2.0,MA
2019-09-30,,OFF-BI-10002498,,2.0,MA
2019-10-31,,OFF-BI-10002498,,2.0,MA
2019-11-30,,OFF-BI-10002498,,2.0,MA
2019-12-31,,OFF-BI-10002498,,2.0,MA
2020-01-31,,OFF-BI-10002498,,2.0,MA
2020-02-29,,OFF-BI-10002498,,2.0,MA
2020-03-31,,OFF-BI-10002498,,2.0,MA
2020-04-30,,OFF-BI-10002498,,2.0,MA
2018-03-01,0.0,FUR-FU-10004864,79.0,,MA
2018-04-01,24.14,FUR-FU-10004864,79.0,,MA
2018-05-01,0.0,FUR-FU-10004864,84.0,,MA
2018-06-01,0.0,FUR-FU-10004864,7.0,,MA
2018-07-01,0.0,FUR-FU-10004864,7.0,,MA
2018-08-01,0.0,FUR-FU-10004864,5.0,,MA
2018-09-30,,FUR-FU-10004864,,5.0,MA
2018-10-31,,FUR-FU-10004864,,1.0,MA
2018-11-30,,FUR-FU-10004864,,2.0,MA
2018-12-31,,FUR-FU-10004864,,2.0,MA
2019-01-31,,FUR-FU-10004864,,2.0,MA
2019-02-28,,FUR-FU-10004864,,3.0,MA
2019-03-31,,FUR-FU-10004864,,2.0,MA
2019-04-30,,FUR-FU-10004864,,2.0,MA
2019-05-31,,FUR-FU-10004864,,2.0,MA
2019-06-30,,FUR-FU-10004864,,2.0,MA
2019-07-31,,FUR-FU-10004864,,2.0,MA
2019-08-31,,FUR-FU-10004864,,2.0,MA
2019-09-30,,FUR-FU-10004864,,2.0,MA
2019-10-31,,FUR-FU-10004864,,2.0,MA
2019-11-30,,FUR-FU-10004864,,2.0,MA
2019-12-31,,FUR-FU-10004864,,2.0,MA
2020-01-31,,FUR-FU-10004864,,2.0,MA
2020-02-29,,FUR-FU-10004864,,2.0,MA
2018-06-01,0.0,OFF-BI-10001670,8.0,,MA
2018-07-01,33.93,OFF-BI-10001670,8.0,,MA
2018-08-01,90.48,OFF-BI-10001670,10.0,,MA
2018-09-01,0.0,OFF-BI-10001670,16.0,,MA
2018-10-01,0.0,OFF-BI-10001670,16.0,,MA
2018-11-01,150.8,OFF-BI-10001670,14.0,,MA
2018-12-31,,OFF-BI-10001670,,23.0,MA
2019-01-31,,OFF-BI-10001670,,25.0,MA
2019-02-28,,OFF-BI-10001670,,26.0,MA
2019-03-31,,OFF-BI-10001670,,28.0,MA
